时间	播放量	追番人数	弹幕总数	评分	评分人数
2020-01-02 01:35:58	33871743	1751542	1124685	9.8	31644
2020-01-02 02:36:13	33874397	1751734	1124829	9.8	31648
2020-01-02 03:36:28	33876006	1751843	1124881	9.8	31652
2020-01-02 04:36:35	33876951	1751908	1124891	9.8	31652
2020-01-02 05:36:43	33877534	1751945	1124897	9.8	31652
2020-01-02 06:36:56	33877980	1751972	1124903	9.8	31653
2020-01-02 07:37:05	33878388	1751991	1124911	9.8	31653
2020-01-02 08:37:12	33878910	1752028	1124915	9.8	31653
2020-01-02 09:37:24	33879568	1752068	1124923	9.8	31653
2020-01-02 10:37:36	33880574	1752159	1124958	9.8	31654
2020-01-02 11:37:46	33881931	1752266	1124973	9.8	31654
2020-01-02 12:37:58	33883683	1752372	1125020	9.8	31655
2020-01-02 13:38:09	33886116	1752530	1125051	9.8	31656
2020-01-02 14:38:17	33888865	1752705	1125110	9.8	31657
2020-01-02 15:38:28	33890952	1752822	1125156	9.8	31659
2020-01-02 16:38:44	33892931	1752941	1125220	9.8	31662
2020-01-02 17:38:57	33894913	1753068	1125304	9.8	31666
2020-01-02 18:39:12	33897298	1753211	1125353	9.8	31668
2020-01-02 19:39:26	33900241	1753414	1125457	9.8	31670
2020-01-02 20:39:36	33903395	1753661	1125525	9.8	31672
2020-01-02 21:39:43	33906662	1753926	1125634	9.8	31676
2020-01-02 22:39:51	33910595	1754240	1125760	9.8	31680
2020-01-02 23:39:58	33915250	1754617	1125884	9.8	31683
2020-01-03 00:40:08	33920182	1755027	1125979	9.8	31683
2020-01-03 01:40:29	33924552	1755374	1126068	9.8	31695
2020-01-03 02:40:39	33927553	1755581	1126122	9.8	31701
2020-01-03 03:40:54	33929265	1755713	1126151	9.8	31701
2020-01-03 04:41:04	33930338	1755782	1126181	9.8	31702
2020-01-03 05:41:12	33931005	1755820	1126206	9.8	31702
2020-01-03 06:41:27	33931476	1755842	1126212	9.8	31702
2020-01-03 07:41:39	33931915	1755875	1126217	9.8	31702
2020-01-03 08:41:52	33932474	1755910	1126229	9.8	31703
2020-01-03 09:42:02	33933319	1755976	1126237	9.8	31703
2020-01-03 10:42:18	33934514	1756032	1126252	9.8	31704
2020-01-03 11:42:30	33936127	1756108	1126282	9.8	31704
2020-01-03 12:42:43	33938066	1756193	1126316	9.8	31705
2020-01-03 13:42:58	33940967	1756326	1126377	9.8	31708
2020-01-03 14:43:13	33943986	1756485	1126430	9.8	31708
2020-01-03 15:43:20	33946273	1756573	1126482	9.8	31714
2020-01-03 16:43:27	33948311	1756666	1126530	9.8	31717
2020-01-03 17:48:07	33950790	1756750	1126593	9.8	31718
2020-01-03 18:48:15	33953465	1756873	1126645	9.8	31721
2020-01-03 19:48:31	33956451	1757002	1126705	9.8	31721
2020-01-03 20:48:38	33959680	1757154	1126783	9.8	31724
2020-01-03 21:48:52	33963253	1757348	1126879	9.8	31724
2020-01-03 22:48:59	33967199	1757554	1127000	9.8	31724
2020-01-03 23:49:07	33971729	1757800	1127078	9.8	31732
2020-01-04 00:49:19	33977315	1758113	1127199	9.8	31732
2020-01-04 01:49:27	33982644	1758437	1127339	9.8	31737
2020-01-04 02:49:37	33986407	1758613	1127415	9.8	31737
2020-01-04 03:49:49	33988809	1758721	1127472	9.8	31750
2020-01-04 04:50:03	33990261	1758787	1127503	9.8	31750
2020-01-04 05:50:12	33991102	1758821	1127511	9.8	31751
2020-01-04 06:50:24	33991665	1758838	1127536	9.8	31751
2020-01-04 07:50:36	33992185	1758857	1127540	9.8	31751
2020-01-04 08:50:47	33992916	1758884	1127553	9.8	31751
2020-01-04 09:50:54	33994073	1758938	1127606	9.8	31751
2020-01-04 10:51:09	33996000	1759040	1127641	9.8	31751
2020-01-04 11:51:17	33998507	1759161	1127722	9.8	31753
2020-01-04 12:51:28	34001555	1759311	1127773	9.8	31755
2020-01-04 13:51:40	34005754	1759511	1127868	9.8	31757
2020-01-04 14:51:48	34010152	1759732	1127964	9.8	31764
2020-01-04 15:52:12	34014102	1759926	1128071	9.8	31768
2020-01-04 16:52:23	34017953	1760115	1128180	9.8	31772
2020-01-04 17:52:32	34021959	1760325	1128251	9.8	31773
2020-01-04 18:52:48	34026302	1760568	1128326	9.8	31779
2020-01-04 19:52:56	34030727	1760834	1128407	9.8	31781
2020-01-04 20:53:10	34035344	1761087	1128479	9.8	31786
2020-01-04 21:53:20	34039842	1761337	1128579	9.8	31792
2020-01-04 22:53:31	34044664	1761609	1128744	9.8	31800
2020-01-04 23:53:41	34050229	1761923	1128886	9.8	31802
2020-01-05 00:53:57	34056836	1762290	1129044	9.8	31809
2020-01-05 01:56:41	34062571	1762572	1129200	9.8	31811
2020-01-05 02:56:50	34066729	1762801	1129321	9.8	31812
2020-01-05 03:57:01	34069523	1762949	1129365	9.8	31815
2020-01-05 04:57:12	34071143	1763026	1129394	9.8	31815
2020-01-05 05:57:25	34072065	1763072	1129402	9.8	31815
2020-01-05 06:57:50	34072697	1763099	1129414	9.8	31815
2020-01-05 07:57:59	34073382	1763139	1129427	9.8	31816
2020-01-05 08:58:06	34074254	1763183	1129439	9.8	31817
2020-01-05 09:58:21	34075845	1763279	1129482	9.8	31818
2020-01-05 10:59:19	34078453	1763429	1129507	9.8	31819
2020-01-05 11:59:41	34082131	1763631	1129567	9.8	31820
2020-01-05 12:59:50	34086671	1764306	1129630	9.8	31823
2020-01-05 14:00:16	34092230	1765211	1129738	9.8	31825
2020-01-05 15:00:38	34098246	1766078	1129870	9.8	31833
2020-01-05 16:00:48	34103928	1766875	1130022	9.8	31836
2020-01-05 17:00:58	34109394	1767712	1130165	9.8	31836
2020-01-05 18:01:12	34115207	1768563	1130325	9.8	31851
2020-01-05 19:01:26	34121788	1769566	1130480	9.8	31864
2020-01-05 20:01:39	34128084	1770423	1130619	9.8	31868
2020-01-05 21:01:48	34134013	1771173	1130815	9.8	31868
2020-01-05 22:01:57	34140202	1771886	1130990	9.8	31874
2020-01-05 23:02:12	34147160	1772650	1131162	9.8	31878
2020-01-06 00:02:30	34155155	1773603	1131330	9.8	31884
2020-01-06 01:02:38	34163299	1774496	1131494	9.8	31895
2020-01-06 02:02:54	34169876	1775312	1131624	9.8	31900
2020-01-06 03:03:03	34174105	1775793	1131701	9.8	31905
2020-01-06 04:03:12	34176650	1776037	1131727	9.8	31912
2020-01-06 05:03:22	34178194	1776173	1131750	9.8	31915
2020-01-06 06:05:59	34179189	1776260	1131761	9.8	31917
2020-01-06 07:06:10	34179936	1776338	1131773	9.8	31917
2020-01-06 08:06:24	34180743	1776454	1131776	9.8	31917
2020-01-06 09:06:35	34181715	1776639	1131788	9.8	31917
2020-01-06 10:06:42	34183190	1776887	1131815	9.8	31917
2020-01-06 11:06:50	34185568	1777242	1131846	9.8	31919
2020-01-06 12:07:10	34188609	1777636	1131875	9.8	31923
2020-01-06 13:07:20	34192457	1777956	1131939	9.8	31926
2020-01-06 14:07:34	34197790	1778375	1132046	9.8	31930
2020-01-06 15:07:44	34202279	1778702	1132145	9.8	31935
2020-01-06 16:07:53	34205775	1778940	1132192	9.8	31941
2020-01-06 17:08:04	34209351	1779179	1132258	9.8	31944
2020-01-06 18:08:14	34213155	1779442	1132333	9.8	31949
2020-01-06 19:08:28	34217522	1779763	1132440	9.8	31951
2020-01-06 20:08:35	34222558	1780153	1132590	9.8	31952
2020-01-06 21:08:48	34227689	1780539	1132787	9.8	31952
2020-01-06 22:08:56	34233237	1780946	1132933	9.8	31959
2020-01-06 23:09:12	34239650	1781427	1133101	9.8	31959
2020-01-07 00:09:25	34247014	1781978	1133335	9.8	31959
2020-01-07 01:09:38	34254295	1782526	1133556	9.8	31982
2020-01-07 02:09:49	34259952	1782818	1133640	9.8	31993
2020-01-07 03:09:58	34263284	1782978	1133724	9.8	32000
2020-01-07 04:11:08	34265277	1783075	1133771	9.8	32000
2020-01-07 05:11:17	34266396	1783137	1133781	9.8	32005
2020-01-07 06:11:27	34267145	1783172	1133788	9.8	32005
2020-01-07 07:11:37	34267758	1783192	1133798	9.8	32005
2020-01-07 08:11:53	34268472	1783228	1133807	9.8	32005
2020-01-07 09:12:08	34269383	1783271	1133827	9.8	32005
2020-01-07 10:12:21	34270721	1783346	1133886	9.8	32006
2020-01-07 11:12:34	34272746	1783448	1133947	9.8	32007
2020-01-07 12:12:46	34275417	1783584	1134007	9.8	32009
2020-01-07 13:12:57	34278831	1783733	1134067	9.8	32011
2020-01-07 14:13:10	34283724	1783963	1134197	9.8	32017
2020-01-07 15:13:26	34287966	1784149	1134300	9.8	32020
2020-01-07 16:13:33	34291243	1784295	1134337	9.8	32022
2020-01-07 17:13:47	34294513	1784450	1134403	9.8	32024
2020-01-07 18:14:02	34298091	1784616	1134467	9.8	32026
2020-01-07 19:14:17	34302243	1784817	1134544	9.8	32026
2020-01-07 20:14:28	34306956	1785080	1134661	9.8	32033
2020-01-07 21:14:40	34311609	1785357	1134818	9.8	32035
2020-01-07 22:14:50	34316317	1785576	1134907	9.8	32039
2020-01-07 23:15:05	34321959	1785886	1135002	9.8	32041
2020-01-08 00:15:34	34329058	1786246	1135182	9.8	32050
2020-01-08 01:15:45	34335411	1786587	1135289	9.8	32052
2020-01-08 02:15:54	34340174	1786803	1135357	9.8	32058
2020-01-08 03:16:07	34343269	1786927	1135395	9.8	32058
2020-01-08 04:16:15	34345183	1786995	1135424	9.8	32064
2020-01-08 05:16:29	34346271	1787031	1135441	9.8	32064
2020-01-08 06:16:43	34347018	1787063	1135456	9.8	32064
2020-01-08 07:16:58	34347660	1787092	1135463	9.8	32064
2020-01-08 08:17:07	34348447	1787125	1135476	9.8	32065
2020-01-08 09:17:19	34349480	1787173	1135489	9.8	32067
2020-01-08 10:17:33	34350983	1787247	1135518	9.8	32067
2020-01-08 11:17:48	34352834	1787327	1135542	9.8	32069
2020-01-08 12:18:01	34355430	1787436	1135577	9.8	32072
2020-01-08 13:18:16	34358634	1787547	1135635	9.8	32075
2020-01-08 14:18:29	34362661	1787715	1135741	9.8	32075
2020-01-08 15:18:41	34366139	1787865	1135828	9.8	32079
2020-01-08 16:18:56	34369121	1787989	1135912	9.8	32082
2020-01-08 17:19:06	34372168	1788084	1135969	9.8	32084
2020-01-08 18:19:14	34375430	1788206	1136038	9.8	32089
2020-01-08 19:19:23	34379058	1788376	1136121	9.8	32091
2020-01-08 20:19:32	34383369	1788592	1136228	9.8	32091
2020-01-08 21:19:48	34387511	1788773	1136351	9.8	32096
2020-01-08 22:19:55	34391818	1788962	1136474	9.8	32098
2020-01-08 23:20:03	34396557	1789194	1136567	9.8	32100
2020-01-09 00:20:14	34402040	1789435	1136735	9.8	32100
2020-01-09 01:23:13	34407549	1789671	1136865	9.8	32100
2020-01-09 02:23:26	34411570	1789841	1136991	9.8	32112
2020-01-09 03:23:33	34414009	1789919	1137040	9.8	32114
2020-01-09 04:23:47	34415703	1790000	1137076	9.8	32114
2020-01-09 05:24:01	34416690	1790035	1137084	9.8	32116
2020-01-09 06:24:09	34417364	1790051	1137089	9.8	32118
2020-01-09 07:24:19	34417915	1790080	1137107	9.8	32118
2020-01-09 08:26:36	34418587	1790113	1137113	9.8	32118
2020-01-09 09:26:51	34419470	1790146	1137119	9.8	32119
2020-01-09 10:27:01	34420758	1790205	1137129	9.8	32119
2020-01-09 11:27:08	34422583	1790285	1137156	9.8	32119
2020-01-09 12:27:22	34424883	1790380	1137204	9.8	32122
2020-01-09 13:27:37	34427878	1790499	1137258	9.8	32123
2020-01-09 14:27:48	34431555	1790673	1137354	9.8	32130
2020-01-09 15:28:04	34434552	1790790	1137431	9.8	32132
2020-01-09 16:31:23	34437350	1790885	1137512	9.8	32134
2020-01-09 17:31:34	34440148	1791007	1137567	9.8	32136
2020-01-09 18:31:44	34443132	1791143	1137620	9.8	32138
2020-01-09 19:33:01	34446944	1791311	1137702	9.8	32142
2020-01-09 20:33:09	34450809	1791477	1137768	9.8	32142
2020-01-09 21:33:17	34454802	1791663	1137871	9.8	32143
2020-01-09 22:33:25	34458848	1791852	1137985	9.8	32147
2020-01-09 23:33:36	34463486	1792068	1138137	9.8	32152
2020-01-10 00:33:47	34468776	1792292	1138264	9.8	32152
2020-01-10 01:34:01	34473324	1792503	1138352	9.8	32152
2020-01-10 02:34:10	34476725	1792640	1138409	9.8	32158
2020-01-10 03:34:19	34478800	1792731	1138463	9.8	32162
2020-01-10 04:34:30	34480072	1792773	1138496	9.8	32162
2020-01-10 05:36:22	34480910	1792801	1138513	9.8	32163
2020-01-10 06:36:30	34481442	1792820	1138516	9.8	32163
2020-01-10 07:36:42	34481965	1792844	1138525	9.8	32163
2020-01-10 08:36:53	34482589	1792883	1138534	9.8	32163
2020-01-10 09:37:00	34483557	1792923	1138545	9.8	32163
2020-01-10 10:37:14	34484950	1792977	1138580	9.8	32165
2020-01-10 11:37:27	34486916	1793082	1138605	9.8	32166
2020-01-10 12:37:37	34489345	1793172	1138684	9.8	32167
2020-01-10 21:31:51	34515667	1794219	1139275	9.8	32185
2020-01-10 21:33:02	34515667	1794219	1139275	9.8	32185
2020-01-10 22:33:14	34519305	1794358	1139367	9.8	32188
2020-01-10 23:33:24	34523841	1794514	1139492	9.8	32195
2020-01-11 00:33:35	34528798	1794712	1139611	9.8	32199
2020-01-11 01:33:48	34533370	1794897	1139691	9.8	32202
2020-01-11 02:34:03	34536667	1795039	1139771	9.8	32207
2020-01-11 03:34:15	34538757	1795104	1139809	9.8	32209
2020-01-11 04:34:25	34540114	1795171	1139832	9.8	32210
2020-01-11 05:34:48	34540937	1795201	1139853	9.8	32210
2020-01-11 06:34:58	34541555	1795224	1139868	9.8	32213
2020-01-11 07:38:00	34542036	1795238	1139878	9.8	32213
2020-01-11 08:38:14	34542685	1795266	1139892	9.8	32214
2020-01-11 09:38:38	34543702	1795305	1139911	9.8	32215
2020-01-11 10:38:51	34545241	1795381	1139926	9.8	32215
2020-01-11 11:39:02	34547340	1795468	1139979	9.8	32216
2020-01-11 12:39:20	34549913	1795566	1140034	9.8	32217
2020-01-11 13:42:30	34553017	1795675	1140111	9.8	32220
2020-01-11 14:42:41	34556358	1795811	1140233	9.8	32226
2020-01-11 15:42:52	34559389	1795941	1140395	9.8	32228
2020-01-11 16:43:04	34562250	1796041	1140527	9.8	32229
2020-01-11 17:43:14	34565156	1796159	1140609	9.8	32229
2020-01-11 18:43:26	34568118	1796295	1140688	9.8	32237
2020-01-11 19:43:39	34571285	1796437	1140767	9.8	32242
2020-01-11 20:43:52	34574609	1796582	1140877	9.8	32244
2020-01-11 21:44:06	34578260	1796878	1140976	9.8	32244
2020-01-11 22:44:18	34582892	1797383	1141100	9.8	32257
2020-01-11 23:44:33	34588269	1797907	1141293	9.8	32257
2020-01-12 00:44:49	34594062	1798383	1141534	9.8	32270
2020-01-12 01:45:06	34598991	1798745	1141649	9.8	32275
2020-01-12 02:45:16	34602933	1799054	1141711	9.8	32278
2020-01-12 03:45:26	34605729	1799236	1141742	9.8	32282
2020-01-12 04:45:44	34607391	1799342	1141766	9.8	32283
2020-01-12 05:46:02	34608443	1799398	1141776	9.8	32283
2020-01-12 06:46:18	34609092	1799433	1141779	9.8	32284
2020-01-12 07:46:31	34609614	1799464	1141782	9.8	32285
2020-01-12 08:49:07	34610376	1799508	1141785	9.8	32287
2020-01-12 09:49:16	34611767	1799622	1141840	9.8	32288
2020-01-12 10:50:38	34613943	1799789	1141907	9.8	32290
2020-01-12 11:50:48	34616827	1799990	1141955	9.8	32290
2020-01-12 12:50:59	34620431	1800222	1142026	9.8	32292
2020-01-12 13:54:05	34624823	1800496	1142129	9.8	32294
2020-01-12 14:54:16	34628826	1800743	1142241	9.8	32296
2020-01-12 15:54:35	34632637	1800951	1142341	9.8	32298
2020-01-12 16:54:46	34636301	1801152	1142420	9.8	32306
2020-01-12 17:54:59	34640227	1801329	1142587	9.8	32306
2020-01-12 18:55:10	34644095	1801529	1142712	9.8	32317
2020-01-12 19:55:24	34648251	1801735	1142860	9.8	32318
2020-01-12 20:55:35	34652562	1801977	1143024	9.8	32325
2020-01-12 21:55:52	34656963	1802221	1143169	9.8	32325
2020-01-12 22:56:06	34661817	1802473	1143277	9.8	32335
2020-01-12 23:56:16	34667354	1802749	1143473	9.8	32335
2020-01-13 00:56:28	34672936	1803021	1143622	9.8	32344
2020-01-13 01:56:50	34677580	1803234	1143734	9.8	32346
2020-01-13 02:57:04	34680830	1803386	1143865	9.8	32349
2020-01-13 03:57:15	34682893	1803451	1143898	9.8	32349
2020-01-13 04:57:30	34684085	1803506	1143916	9.8	32350
2020-01-13 05:57:43	34684944	1803568	1143925	9.8	32352
2020-01-13 06:58:00	34685536	1803595	1143927	9.8	32353
2020-01-13 07:58:14	34686181	1803622	1143931	9.8	32353
2020-01-13 08:58:27	34686973	1803648	1143938	9.8	32353
2020-01-13 09:58:42	34688262	1803686	1143951	9.8	32354
2020-01-13 10:58:59	34690241	1803762	1143979	9.8	32354
2020-01-13 11:59:12	34692550	1803838	1144019	9.8	32358
2020-01-13 12:59:24	34695272	1803942	1144079	9.8	32361
2020-01-13 13:59:36	34698835	1804056	1144176	9.8	32362
2020-01-13 14:59:49	34702250	1804217	1144337	9.8	32365
2020-01-13 16:00:05	34705136	1804344	1144427	9.8	32371
2020-01-13 17:00:15	34707953	1804443	1144528	9.8	32373
2020-01-13 18:00:26	34711081	1804576	1144608	9.8	32377
2020-01-13 19:00:43	34714158	1804733	1144685	9.8	32383
2020-01-13 20:00:55	34717467	1804906	1144771	9.8	32389
2020-01-13 21:01:08	34720895	1805067	1144874	9.8	32391
2020-01-13 22:01:18	34724692	1805260	1144990	9.8	32397
2020-01-13 23:01:32	34729101	1805478	1145102	9.8	32405
2020-01-14 00:01:41	34734283	1805665	1145276	9.8	32408
2020-01-14 01:01:58	34739521	1805872	1145489	9.8	32412
2020-01-14 02:02:07	34743702	1806012	1145615	9.8	32419
2020-01-14 03:02:24	34746655	1806111	1145684	9.8	32419
2020-01-14 04:04:29	34748469	1806181	1145708	9.8	32424
2020-01-14 05:04:42	34749516	1806221	1145741	9.8	32424
2020-01-14 06:04:51	34750163	1806245	1145758	9.8	32425
2020-01-14 07:05:00	34750726	1806252	1145760	9.8	32425
2020-01-14 08:05:12	34751327	1806273	1145766	9.8	32426
2020-01-14 09:05:25	34752117	1806308	1145785	9.8	32427
2020-01-14 10:05:39	34753507	1806356	1145827	9.8	32427
2020-01-14 11:05:49	34755356	1806424	1145889	9.8	32428
2020-01-14 12:06:03	34757528	1806501	1145961	9.8	32430
2020-01-14 13:06:18	34760116	1806605	1146023	9.8	32432
2020-01-14 14:06:32	34763660	1806742	1146175	9.8	32432
2020-01-14 15:06:44	34766872	1806877	1146320	9.8	32436
2020-01-14 16:06:55	34769884	1806974	1146408	9.8	32444
2020-01-14 17:07:07	34772952	1807084	1146516	9.8	32448
2020-01-14 18:07:22	34775987	1807205	1146624	9.8	32450
2020-01-14 19:07:35	34779170	1807328	1146714	9.8	32453
2020-01-14 20:07:51	34782567	1807465	1146820	9.8	32456
2020-01-14 21:08:07	34786169	1807629	1146948	9.8	32458
2020-01-14 22:08:21	34789957	1807791	1147085	9.8	32460
2020-01-14 23:08:37	34794214	1807954	1147193	9.8	32466
2020-01-15 00:08:54	34799127	1808155	1147336	9.8	32466
2020-01-15 01:09:07	34804034	1808336	1147456	9.8	32471
2020-01-15 02:09:24	34807946	1808466	1147534	9.8	32477
2020-01-15 03:09:34	34810564	1808563	1147629	9.8	32481
2020-01-15 04:09:48	34812153	1808622	1147680	9.8	32481
2020-01-15 05:10:02	34813089	1808650	1147701	9.8	32486
2020-01-15 06:10:18	34813742	1808668	1147716	9.8	32486
2020-01-15 07:10:30	34814271	1808689	1147726	9.8	32487
2020-01-15 08:10:43	34814811	1808714	1147746	9.8	32487
2020-01-15 09:11:00	34815586	1808757	1147775	9.8	32487
2020-01-15 10:11:17	34816998	1808826	1147824	9.8	32488
2020-01-15 11:11:31	34819118	1808932	1147905	9.8	32488
2020-01-15 12:11:55	34821721	1809045	1148021	9.8	32488
2020-01-15 13:12:12	34824899	1809218	1148100	9.8	32495
2020-01-15 14:14:30	34829090	1809414	1148221	9.8	32496
2020-01-15 15:17:26	34832744	1809570	1148350	9.8	32500
2020-01-15 16:17:37	34836037	1809693	1148458	9.8	32503
2020-01-15 17:17:47	34839430	1809856	1148565	9.8	32503
2020-01-15 18:18:02	34842991	1810014	1148711	9.8	32506
2020-01-15 19:18:17	34846449	1810172	1148816	9.8	32512
2020-01-15 20:21:52	34850520	1810336	1148899	9.8	32513
2020-01-15 21:22:06	34854532	1810503	1149000	9.8	32519
2020-01-15 22:22:22	34858670	1810681	1149148	9.8	32524
2020-01-15 23:23:38	34863288	1810886	1149316	9.8	32527
2020-01-16 00:23:55	34868321	1811116	1149493	9.8	32531
2020-01-16 01:24:04	34873113	1811317	1149616	9.8	32531
2020-01-16 02:24:18	34876779	1811449	1149695	9.8	32538
2020-01-16 03:24:28	34879175	1811549	1149777	9.8	32540
2020-01-16 04:24:39	34880619	1811607	1149821	9.8	32540
2020-01-16 05:24:52	34881613	1811646	1149849	9.8	32540
2020-01-16 06:25:04	34882265	1811664	1149878	9.8	32542
2020-01-16 07:25:21	34882758	1811689	1149883	9.8	32542
2020-01-16 08:25:36	34883376	1811714	1149897	9.8	32544
2020-01-16 09:25:46	34884429	1811768	1149910	9.8	32544
2020-01-16 10:26:03	34886082	1811832	1149950	9.8	32544
2020-01-16 11:26:15	34888322	1811944	1150025	9.8	32546
2020-01-16 12:26:26	34891059	1812072	1150137	9.8	32549
2020-01-16 13:26:38	34894347	1812228	1150215	9.8	32551
2020-01-16 14:26:51	34897991	1812395	1150319	9.8	32554
2020-01-16 15:27:05	34901503	1812519	1150401	9.8	32555
2020-01-16 16:27:15	34904937	1812665	1150525	9.8	32559
2020-01-16 17:27:27	34908479	1812809	1150669	9.8	32562
2020-01-16 18:27:38	34911725	1812948	1150765	9.8	32562
2020-01-16 19:27:58	34915525	1813134	1150860	9.8	32562
2020-01-16 20:28:09	34918764	1813260	1150964	9.8	32570
2020-01-16 21:28:20	34922840	1813456	1151101	9.8	32571
2020-01-16 22:28:33	34926969	1813625	1151205	9.8	32575
2020-01-16 23:29:02	34931753	1813847	1151371	9.8	32577
2020-01-17 00:29:15	34937217	1814060	1151584	9.8	32578
2020-01-17 01:29:25	34941995	1814265	1151741	9.8	32585
2020-01-17 02:29:37	34945469	1814399	1151865	9.8	32591
2020-01-17 03:29:47	34947652	1814478	1151913	9.8	32596
2020-01-17 04:30:01	34949031	1814538	1151949	9.8	32597
2020-01-17 05:30:17	34949922	1814574	1151969	9.8	32599
2020-01-17 06:30:46	34950466	1814596	1151974	9.8	32600
2020-01-17 07:31:03	34950967	1814617	1151976	9.8	32600
2020-01-17 08:31:18	34951571	1814634	1151982	9.8	32601
2020-01-17 09:31:35	34952763	1814677	1152007	9.8	32602
2020-01-17 10:31:53	34954552	1814746	1152065	9.8	32602
2020-01-17 11:32:03	34956860	1814855	1152105	9.8	32602
2020-01-17 12:32:17	34959527	1814964	1152200	9.8	32604
2020-01-17 13:32:28	34962795	1815109	1152304	9.8	32609
2020-01-17 14:36:26	34966567	1815266	1152469	9.8	32612
2020-01-17 15:36:43	34969750	1815409	1152593	9.8	32613
2020-01-17 16:36:59	34972833	1815533	1152667	9.8	32616
2020-01-17 17:37:09	34976021	1815680	1152764	9.8	32617
2020-01-17 18:37:26	34979250	1815831	1152882	9.8	32619
2020-01-17 19:37:44	34982614	1816003	1152930	9.8	32623
2020-01-17 20:37:57	34986015	1816158	1153017	9.8	32626
2020-01-17 21:38:13	34989595	1816341	1153145	9.8	32627
2020-01-17 22:41:22	34993917	1816557	1153293	9.8	32627
2020-01-17 23:43:49	34999221	1816800	1153455	9.8	32634
2020-01-18 00:43:59	35004575	1817017	1153597	9.8	32637
2020-01-18 01:44:17	35009176	1817192	1153744	9.8	32637
2020-01-18 02:44:26	35012695	1817309	1153885	9.8	32639
2020-01-18 03:44:41	35014878	1817408	1153965	9.8	32639
2020-01-18 04:44:51	35016192	1817466	1154014	9.8	32642
2020-01-18 05:45:07	35017025	1817505	1154021	9.8	32643
2020-01-18 06:45:23	35017600	1817519	1154027	9.8	32643
2020-01-18 07:48:28	35018113	1817535	1154029	9.8	32643
2020-01-18 08:48:41	35018838	1817557	1154035	9.8	32644
2020-01-18 09:48:52	35020150	1817614	1154056	9.8	32644
2020-01-18 10:51:36	35022272	1817714	1154086	9.8	32644
2020-01-18 11:51:50	35024855	1817835	1154146	9.8	32644
2020-01-18 12:52:00	35027790	1817976	1154207	9.8	32651
2020-01-18 13:52:12	35031184	1818112	1154289	9.8	32651
2020-01-18 14:52:23	35034844	1818265	1154358	9.8	32657
2020-01-18 15:52:39	35038173	1818380	1154490	9.8	32660
2020-01-18 16:52:51	35041412	1818526	1154565	9.8	32663
2020-01-18 17:53:03	35044811	1818650	1154703	9.8	32668
2020-01-18 18:53:14	35048439	1818804	1154792	9.8	32672
2020-01-18 19:53:31	35051804	1818981	1154862	9.8	32672
2020-01-18 20:54:34	35055146	1819138	1155012	9.8	32676
2020-01-18 21:54:51	35058652	1819297	1155122	9.8	32676
2020-01-18 22:55:08	35062899	1819499	1155299	9.8	32678
2020-01-18 23:55:19	35068109	1819738	1155536	9.8	32680
2020-01-19 00:55:33	35073664	1819968	1155680	9.8	32686
2020-01-19 01:55:48	35078115	1820155	1155795	9.8	32691
2020-01-19 02:56:04	35081436	1820299	1155881	9.8	32699
2020-01-19 03:56:24	35083416	1820376	1155936	9.8	32703
2020-01-19 04:56:34	35084713	1820427	1155944	9.8	32705
2020-01-19 05:57:00	35085408	1820439	1155948	9.8	32705
2020-01-19 06:57:12	35085934	1820453	1155953	9.8	32705
2020-01-19 07:57:24	35086451	1820473	1155963	9.8	32706
2020-01-19 08:57:40	35087180	1820501	1155973	9.8	32706
2020-01-19 09:57:57	35088409	1820563	1155996	9.8	32708
2020-01-19 10:58:11	35090328	1820629	1156032	9.8	32709
2020-01-19 11:58:27	35092820	1820715	1156084	9.8	32713
2020-01-19 12:58:44	35095843	1820832	1156160	9.8	32713
2020-01-19 13:59:02	35099437	1820960	1156228	9.8	32713
2020-01-19 14:59:14	35103218	1821122	1156378	9.8	32715
2020-01-19 15:59:27	35106607	1821266	1156501	9.8	32716
2020-01-19 16:59:42	35109921	1821413	1156592	9.8	32720
2020-01-19 17:59:56	35113353	1821548	1156679	9.8	32722
2020-01-19 19:00:07	35116924	1821699	1156769	9.8	32722
2020-01-19 20:00:21	35120548	1821844	1156873	9.8	32733
2020-01-19 21:00:32	35124352	1822029	1156964	9.8	32734
2020-01-19 22:00:44	35128670	1822229	1157075	9.8	32735
2020-01-19 23:00:57	35133272	1822430	1157222	9.8	32740
2020-01-20 00:01:07	35138614	1822675	1157452	9.8	32743
2020-01-20 01:01:23	35144249	1822910	1157587	9.8	32755
2020-01-20 02:01:34	35148858	1823111	1157650	9.8	32762
2020-01-20 03:01:50	35152055	1823242	1157720	9.8	32767
2020-01-20 04:02:06	35154262	1823323	1157742	9.8	32768
2020-01-20 05:04:48	35155431	1823363	1157768	9.8	32770
2020-01-20 06:05:01	35156152	1823397	1157777	9.8	32772
2020-01-20 07:05:14	35156789	1823410	1157782	9.8	32772
2020-01-20 08:05:24	35157370	1823428	1157782	9.8	32773
2020-01-20 09:05:34	35158267	1823471	1157792	9.8	32773
2020-01-20 10:05:51	35159920	1823530	1157832	9.8	32773
2020-01-20 11:06:03	35162231	1823641	1157876	9.8	32774
2020-01-20 12:06:21	35165305	1823766	1158004	9.8	32780
2020-01-20 13:06:37	35168834	1823923	1158109	9.8	32781
2020-01-20 14:06:49	35172636	1824080	1158200	9.8	32783
